6164,1998,https://www.sec.gov/Archives/edgar/data/6164/0000006164-98-000004-index.html,hudson,"company. william j. hudson, jr.     age 63     1992<f1><f5>                      president"
4127,2018,https://www.sec.gov/Archives/edgar/data/4127/0001047469-18-002445-index.html,griffin,"color=""#385072"" size=2>        </font><font color=""#385072"" size=2><b><i>liam k. griffin</i></b></font><font color=""#385072"" size=2>, age 51, is president and"
5187,2008,https://www.sec.gov/Archives/edgar/data/5187/0001193125-08-056532-index.html,poussot,"our retiree medical program following retirement. for messrs. essner and poussot, who by virtue of their age and years of service"
5187,2008,https://www.sec.gov/Archives/edgar/data/5187/0001193125-08-056532-index.html,poussot,"applicable to all u.s. salaried employees, messrs. essner and poussot by virtue of their age and years of service are"
6164,1998,https://www.sec.gov/Archives/edgar/data/6164/0000006164-98-000004-index.html,hudson,"company. william j. hudson, jr.     age 63     1992<f1><f5>                      president, chief operating officer and a"
4127,2018,https://www.sec.gov/Archives/edgar/data/4127/0001047469-18-002445-index.html,griffin,"griffin</i></b></font><font color=""#385072"" size=2>, age 51, is president and"
5187,2008,https://www.sec.gov/Archives/edgar/data/5187/0001193125-08-056532-index.html,poussot,"poussot, who by virtue of their age and years of service"
5187,2008,https://www.sec.gov/Archives/edgar/data/5187/0001193125-08-056532-index.html,poussot,poussot by virtue of their age and years of service are
6164,1998,https://www.sec.gov/Archives/edgar/data/6164/0000006164-98-000004-index.html,hudson,"hudson, jr.     age 63     1992<f1><f5>                      president, chief operating officer and a"
7383,1999,https://www.sec.gov/Archives/edgar/data/7383/0000007383-99-000003-index.html,will,"will              age 60; chairman of the board, president and chief                             executive officer"
7383,1999,https://www.sec.gov/Archives/edgar/data/7383/0000007383-99-000003-index.html,will,"will continue  until age 65, at which time payments cease.       the corporation"
7383,1999,https://www.sec.gov/Archives/edgar/data/7383/0000007383-99-000003-index.html,will,will receive retiree life insurance coverage equal to one-half the  coverage
7383,1999,https://www.sec.gov/Archives/edgar/data/7383/0000007383-99-000003-index.html,will,"will always be $10,000.  any employee who was  under age 50 and had"
10081,2008,https://www.sec.gov/Archives/edgar/data/10081/0000950123-08-003909-index.html,downey,"downey attains the age of 65 but before 70,     however, the severance payment"
10081,2008,https://www.sec.gov/Archives/edgar/data/10081/0000950123-08-003909-index.html,downey,downey has attained the age of 70 prior to the     expiration of
10081,2008,https://www.sec.gov/Archives/edgar/data/10081/0000950123-08-003909-index.html,downey,downey is entitled to     retiree medical coverage beginning the first day
18072,2006,https://www.sec.gov/Archives/edgar/data/18072/0001104659-06-001204-index.html,stevens,stevens&#146; annualized base salary plus the average of the annual incentive
18072,2006,https://www.sec.gov/Archives/edgar/data/18072/0001104659-06-001204-index.html,stevens,stevens&#146; annualized base salary plus the average of the annual incentive
22099,2000,https://www.sec.gov/Archives/edgar/data/22099/0000893220-00-000445-index.html,richard,richard f. albosta                    director since 1995                    ------------------------------                    age 63. independent consultant                    since october
22099,2000,https://www.sec.gov/Archives/edgar/data/22099/0000893220-00-000445-index.html,richard,"richard iii                    director since 1995                    ------------------------------                    age 47. chairman, president                    and chief executive"
22470,1999,https://www.sec.gov/Archives/edgar/data/22470/0000950132-99-000045-index.html,powers,"powers, age 63 - director since 1984.  [photo]         chairman, president and chief executive"
23738,1999,https://www.sec.gov/Archives/edgar/data/23738/0000950132-99-000173-index.html,davidson,"davidson, jr.     chair:  executive committee              age 60                      member: financial committee              director since"
4127,2018,https://www.sec.gov/Archives/edgar/data/4127/0001047469-18-002445-index.html,griffin,"griffin</i></b></font><font color=""#385072"" size=2>, age 51, is president and"
5187,2008,https://www.sec.gov/Archives/edgar/data/5187/0001193125-08-056532-index.html,poussot,"poussot, who by virtue of their age and years of service"
5187,2008,https://www.sec.gov/Archives/edgar/data/5187/0001193125-08-056532-index.html,poussot,poussot by virtue of their age and years of service are
6164,1998,https://www.sec.gov/Archives/edgar/data/6164/0000006164-98-000004-index.html,hudson,"hudson, jr.     age 63     1992<f1><f5>                      president, chief operating officer and a"
7383,1999,https://www.sec.gov/Archives/edgar/data/7383/0000007383-99-000003-index.html,will,"will              age 60; chairman of the board, president and chief                             executive officer"
7383,1999,https://www.sec.gov/Archives/edgar/data/7383/0000007383-99-000003-index.html,will,"will continue  until age 65, at which time payments cease.       the corporation"
7383,1999,https://www.sec.gov/Archives/edgar/data/7383/0000007383-99-000003-index.html,will,"will always be $10,000.  any employee who was  under age 50 and had"
10081,2008,https://www.sec.gov/Archives/edgar/data/10081/0000950123-08-003909-index.html,downey,"downey attains the age of 65 but before 70,     however, the severance payment"
10081,2008,https://www.sec.gov/Archives/edgar/data/10081/0000950123-08-003909-index.html,downey,downey has attained the age of 70 prior to the     expiration of
22099,2000,https://www.sec.gov/Archives/edgar/data/22099/0000893220-00-000445-index.html,richard,richard f. albosta                    director since 1995                    ------------------------------                    age 63. independent consultant                    since october
22099,2000,https://www.sec.gov/Archives/edgar/data/22099/0000893220-00-000445-index.html,richard,"richard iii                    director since 1995                    ------------------------------                    age 47. chairman, president                    and chief executive"
22470,1999,https://www.sec.gov/Archives/edgar/data/22470/0000950132-99-000045-index.html,powers,"powers, age 63 - director since 1984.  [photo]         chairman, president and chief executive"
23738,1999,https://www.sec.gov/Archives/edgar/data/23738/0000950132-99-000173-index.html,davidson,"davidson, jr.     chair:  executive committee              age 60                      member: financial committee              director since"
34408,2013,https://www.sec.gov/Archives/edgar/data/34408/0001193125-13-465193-index.html,levine,"levine, age 54, has served as a director of the company since"
41499,2005,https://www.sec.gov/Archives/edgar/data/41499/0001145443-05-000712-index.html,kilts,"kilts, age 57 &#151; director since 2001</b><br> chairman of the board, chief"
46989,2008,https://www.sec.gov/Archives/edgar/data/46989/0001047469-08-003068-index.html,rogerson,"rogerson, age 51, is president and chief executive officer of hercules. he"
49401,2005,https://www.sec.gov/Archives/edgar/data/49401/0001193125-05-081506-index.html,fisher,"fisher</i>, age 57, has served as one of our directors since"
53117,2000,https://www.sec.gov/Archives/edgar/data/53117/0000916641-00-000265-index.html,marsh,"marsh or mr. neil) is age 55 or older, he also receives"
54991,2009,https://www.sec.gov/Archives/edgar/data/54991/0000950123-09-073946-index.html,keithley,"keithley <br>     age 60 </div> </td> <td>   </td> <td align=""left"" valign"
65201,2013,https://www.sec.gov/Archives/edgar/data/65201/0001140361-13-016866-index.html,hont,"hont, age 59, is chief executive officer and president of the company"
67182,1998,https://www.sec.gov/Archives/edgar/data/67182/0000928385-98-000527-index.html,noto,"noto, age 59, joined mobil a director since 1989. since 1997, he    in 1962. he"
72020,2011,https://www.sec.gov/Archives/edgar/data/72020/0000950123-11-036878-index.html,strobel,strobel; age 58<br>     director since 2004<br>     <i>business experience:</i> chairman
72741,2018,https://www.sec.gov/Archives/edgar/data/72741/0001047469-18-002070-index.html,schweiger,"schweiger: age 55 and mr. butler: age 62. </font></p>  <p style=""font-family"
